Rulero,Escuela,Distancia,x_wgs,y_wgs
24,PADRE CLARET,1478.466284,-68.85664,-32.89536
24,INSTITUTO CUYANO DE CULTURA MUSICAL,1409.610979,-68.85725,-32.89324
24,JOSE VICENTE ZAPATA,1168.287803,-68.85275,-32.89498
24,FRAY LUIS BELTRAN,1058.03809,-68.85175,-32.89442
24,JARDIN MATERNAL LA CASITA,1125.612238,-68.84365,-32.88777
24,INST.SUP.TEC.ESTUD.EC.DE CUYO,1220.51606,-68.85295,-32.89548
24,INST. SUPERIOR DE NIVEL TERICIARIO S.I.E,1524.816956,-68.84365,-32.88777
24,COL. UNIVERSITARIO CENTRAL J. DE SAN MAR,1415.209707,-68.84365,-32.88777
24,ESCUELA CRISTIANA EVANGELICA MENDOZA,1182.885102,-68.85403,-32.89386
24,SAN GABRIEL,1226.03513,-68.84365,-32.88777
24,BELLAS ARTES,1029.728657,-68.84475,-32.897
24,ARISTIDES VILLANUEVA,1013.461415,-68.84421,-32.89689
24,JARDIN MATERNAL LOS LOCOS BAJITOS,1501.093438,-68.84365,-32.88777
24,ING. PABLO NOGUES,1466.289844,-68.84951,-32.90003
24,JARDIN MATERNAL OBRITAS,1353.893612,-68.84511,-32.89991
24,HUMBERTO DE PAOLIS,857.5335594,-68.84647,-32.89512
24,ARQ. MANUEL V. CIVIT,1052.3527,-68.84365,-32.88777
24,ESCUELA N�?? 3-406 (CENS),633.3362096,-68.8442,-32.88207
24,SAN FRANCISCO JAVIER,1607.126786,-68.84365,-32.88777
24,INSTITUTO SUPERIOR DE LA EMPRESA,1306.459143,-68.84365,-32.88777
24,HUMBERTO DE PAOLIS,857.2506757,-68.84637,-32.89515
24,FUNDACION BRASILIA,1043.82265,-68.84986,-32.89558
24,INSTITUTO INTERCULTURAL,1177.603663,-68.84365,-32.88777
24,NTRA. SRA. DE LA MISERICORDIA,1002.085437,-68.84365,-32.88777
24,ADOLFO PEREZ ESQUIVEL,1283.293743,-68.84365,-32.88777
24,BARTOLOME MITRE,1277.544028,-68.84365,-32.88777
24,CORAZON DE MARIA,883.0730519,-68.85231,-32.89093
24,ESC. DE PERIODISMO DEPORTIVO DE MENDOZA,1231.784645,-68.84365,-32.88777
24,NTRA.SRA. DE LA MISERICORDIA,996.2476846,-68.84365,-32.88777
24,CORAZON DE MARIA,888.0115867,-68.85233,-32.89101
24,ADVENTISTA,631.1940059,-68.85006,-32.88598
24,DR.JUAN AGUSTIN MAZA,1072.057708,-68.85436,-32.88432
24,DOMINGO F SARMIENTO,1046.299449,-68.85478,-32.88873
24,I.AMPUERO MATTA,640.5763425,-68.85017,-32.88601
24,ISLAS MALVINAS (TUR. Y HOTELERIA),1603.902682,-68.85818,-32.88008
24,DR.CARLOS N.VERGARA,1614.943828,-68.85261,-32.87532
24,SAN ANDRES,1455.498717,-68.85757,-32.88191
24,SAN ANDRES,1461.277534,-68.85761,-32.88186
24,I.T.U. MENDOZA,3409.446713,-68.87858,-32.87903
24,LICEO MILITAR GENERAL ESPEJO,2081.534661,-68.85948,-32.87458
24,"""ALGARROBO TELTECA""",1922.944292,-68.85998,-32.87723
24,CARMEN PONCE DE VIDELA,2790.033288,-68.87305,-32.88356
24,JARDIN MATERNAL LOS DUENDES DEL LAGO,2638.260887,-68.86445,-32.8717
24,CENTRO COMUNITARIO ED. SAN JOSE,2904.286746,-68.87016,-32.87414
24,REPUBLICA DE CHILE,2420.601542,-68.85938,-32.87044
24,MARIA CURIE,2386.58593,-68.85944,-32.87087
24,Profesor Fabián Roberto Testa,2897.261271,-68.8697,-32.87364
24,DR. DIEGO PAROISSIEN,3743.026398,-68.87559,-32.86744
24,GRAL.CARLOS E. O'DONNELL,2868.336788,-68.86978,-32.87425
24,MIMITOS,2902.097454,-68.86977,-32.87365
24,DUENDELIN,3012.468645,-68.86225,-32.86559
24,VICTOR VOLPE,3203.607059,-68.86522,-32.86533
24,SAN JOSE H.MARISTAS,4319.736463,-68.88227,-32.86643
24,SAN JOSE H. MARISTAS,4336.293873,-68.88244,-32.86637
24,P.JOSE M.LLORENS,2977.983528,-68.86715,-32.86966
24,SAMUEL OSTROPOLSKY,1153.263179,-68.84365,-32.88777
24,JULIO CESAR RAFFO DE LA RETA,3036.736387,-68.86273,-32.86561
24,GRAL.PATROCINIO RECABARREN,2926.543465,-68.86706,-32.87027
24,JARDIN MAT. CUSTODIA ZULUZAGA,3303.361756,-68.86834,-32.86648
24,PIO XII,2425.502206,-68.84523,-32.86594
24,CNEL.DE MARINA TOMAS ESPORA,2984.615327,-68.86621,-32.86874
24,MUNICENTRO COOP. LIBERTADOR,2939.44013,-68.86654,-32.86961
24,VICTOR MERCANTE,2262.146306,-68.84909,-32.86789
24,DR.RICARDO GUTIERREZ,1171.102335,-68.84365,-32.88777
24,LEONOR LEMOS,2217.685366,-68.84848,-32.86819
24,EDMUNDO DE AMICIS,2182.773835,-68.8486,-32.86853
24,COMPA¥IA DE MARIA,1707.067981,-68.84365,-32.88777
24,GRAL.MANUEL BELGRANO,1694.34501,-68.84365,-32.88777
24,LEàN GIECO,2246.513284,-68.84852,-32.86793
24,COMPA¥IA DE MARIA,1699.338578,-68.84365,-32.88777
24,INSTITUTO SUPERIOR DE ENSE¥ANZA TECNICA,2485.753175,-68.84365,-32.88777
24,N.S.DEL R.DE POMPEYA,2706.896506,-68.84365,-32.88777
24,ESCUELA N�?? 3-458 (CENS),2041.886725,-68.84365,-32.88777
24,HIPOLITO YRIGOYEN,2047.445207,-68.84365,-32.88777
25,BEATRIZ FALCITELLI,2723.186361,-68.85736,-32.88163
25,ENRIQUETA D DE VIDELA,2191.414307,-68.85736,-32.88163
25,NTRA.SRA.DEL ROSARIO DE POMPEYA,2746.198972,-68.85736,-32.88163
25,NUESTRA SE¥ORA DEL  ROSARIO DE POMPEYA,2759.706433,-68.85736,-32.88163
25,A.P.A.N.D.O.,2885.817092,-68.85736,-32.88163
25,PEDRO DEL CASTILLO,2143.519446,-68.85736,-32.88163
25,FRAY MAMERTO ESQUIU,2353.899172,-68.85736,-32.88163
25,DR. GREGORIO ARAOZ ALFARO,3177.612488,-68.85736,-32.88163
25,DON BOSCO,2124.102323,-68.85736,-32.88163
25,DON BOSCO,2130.98106,-68.85736,-32.88163
25,RICARDO ROJAS,3418.755767,-68.85736,-32.88163
25,TIBURCIO BENEGAS,2252.501941,-68.85736,-32.88163
25,ESCUELA N�?? 3-403 (CENS),2540.037739,-68.85736,-32.88163
25,MARIANO MORENO,2516.818109,-68.85736,-32.88163
25,SAN PEDRO NOLASCO,2358.592683,-68.85736,-32.88163
25,S.PEDRO NOLASCO,2372.722962,-68.85736,-32.88163
25,JOSE FEDERICO MORENO,2456.576926,-68.85736,-32.88163
25,ESCUELA REGIONAL DE CINE Y VIDEO,2583.476856,-68.85736,-32.88163
25,STO.TOMAS DE AQUINO,2315.976493,-68.85736,-32.88163
25,STO. TOMAS DE AQUINO,2308.866098,-68.85736,-32.88163
25,FUNDACION RICART (NORBRIDGE),1311.122311,-68.85736,-32.88163
25,DR.BERNARDO A HOUSSAY,1570.2831,-68.85736,-32.88163
25,PABLO BESSON,1930.709672,-68.85736,-32.88163
25,PABLO BESSON,1678.803211,-68.85736,-32.88163
25,SAN NICOLµS DEL CARRASCAL,1476.208936,-68.85736,-32.88163
25,MERCEDITAS DE SAN MARTIN,1458.267891,-68.85736,-32.88163
25,ESCUELA N�?? 3-408 CENS BELGRANO EDUCADOR,820.2492508,-68.85736,-32.88163
25,ROBERTO ARLT,1218.867275,-68.85736,-32.88163
25,COMBATE DE SAN LORENZO,2484.986544,-68.85736,-32.88163
25,RAQUEL MENENDEZ DE PAVON,2577.685926,-68.85736,-32.88163
25,NUESTRA ESCUELA,1930.026164,-68.85736,-32.88163
25,DOMINGO BOMBAL,2578.770096,-68.85736,-32.88163
25,INSTITUTO SUPERIOR DE CS. RELIGIOSAS SAN,2328.183707,-68.85736,-32.88163
25,CECILIA GRIERSON,2384.746423,-68.85736,-32.88163
25,SAGRADO CORAZON,2326.72549,-68.85736,-32.88163
25,SAGRADO CORAZON,2332.272986,-68.85736,-32.88163
25,INSTITUTO SUPERIOR NUEVO CUYO,2152.622039,-68.85736,-32.88163
25,S.T.R.O.B.E.R.I.,2239.613495,-68.85736,-32.88163
25,Dr.Daniel Fernando Gonzalez,2549.49271,-68.85736,-32.88163
25,PEDRO NOLASCO FERREYRA,2362.419884,-68.85736,-32.88163
25,SAN LUIS GONZAGA,2030.446037,-68.85736,-32.88163
25,POLICÍAS H�??ROES DE MENDOZA,1493.324266,-68.85736,-32.88163
25,PRESIDENTE QUINTANA,1347.274579,-68.85736,-32.88163
25,SAN LUIS GONZAGA,2064.698465,-68.85736,-32.88163
25,NORMAL TOMAS GODOY CRUZ,1616.957675,-68.85736,-32.88163
25,NORMAL SUP. TOMAS GODOY CRUZ,1612.194952,-68.85736,-32.88163
25,INSTITUTO DE EDUC. SUPERIOR MAGISTER,1690.588119,-68.85736,-32.88163
25,JAR.EXC.TOMAS GODOY CRUZ,1663.553258,-68.85736,-32.88163
25,CHIARA LUBICH,1719.287818,-68.85736,-32.88163
25,ALFREDO R.BUFANO,1400.629413,-68.85736,-32.88163
25,TOMAS G.CRUZ,1587.662954,-68.85736,-32.88163
25,INSTITUTO BLOSSOM,1504.171995,-68.85736,-32.88163
25,XXI DE ABRIL,1182.424157,-68.85736,-32.88163
25,MARIA AUXILIADORA,1114.789625,-68.85736,-32.88163
25,AGUSTIN ALVAREZ,1395.488723,-68.85736,-32.88163
25,LUMEN DE SAN JOSE DE CALASANZ,2781.310257,-68.85736,-32.88163
25,I.C.E.I.,1183.871537,-68.85736,-32.88163
25,Nieves del Aconcagua,1403.439916,-68.85967,-32.89413
25,MARIA AUXILIADORA,1077.657026,-68.85736,-32.88163
25,I.C.E.I   INSTITUTO CUYANO DE ED. INTEGR,1195.004761,-68.85736,-32.88163
25,SAN FRANCISCO DE ASIS,5330.778818,-68.91383,-32.88799
25,"APRENDER, CIC FLORES SUR",1401.679021,-68.87021,-32.87513
25,SAN BUENAVENTURA,1509.727635,-68.85736,-32.88163
25,SAN BUENAVENTURA,1525.551601,-68.85736,-32.88163
25,SOLES (SOLCITO),4408.334127,-68.90397,-32.88741
25,INFANCIA,4580.343238,-68.90542,-32.88945
25,ATRAPASUE�??OS,5033.192841,-68.91088,-32.88619
25,PUESTO LIMA,1738.345109,-68.87474,-32.88717
25,LEONOR LEMOS,3175.323517,-68.85736,-32.88163
25,TOMBA,397.1234147,-68.85736,-32.88163
25,Junta de Disciplina,1909.323238,-68.87571,-32.88915
25,ALBERTO THORMANN,2715.312437,-68.85736,-32.88163
25,PROFESORA SILVIA CATALLINI,1728.710297,-68.87468,-32.88705
25,S/NOMBRE,721.8893445,-68.86352,-32.87771
25,COMPLEJO PENITENC.II SAN FELIPE,745.809388,-68.86379,-32.87765
25,COMPL.PENITENCIARIO SAN FELIPE,719.0315646,-68.8637,-32.87796
25,S/NOMBRE,1967.414802,-68.87834,-32.88285
25,S/NOMBRE,237.7425378,-68.85736,-32.88163
25,COMPLEJO PENITENCIARIO BOULOGNE SUR MER,529.8535178,-68.85993,-32.87737
25,Padre Jorge Contreras,2593.333923,-68.85736,-32.88163
25,ROBERTO ARLT,2053.637184,-68.85736,-32.88163
25,LEONARDO FAVIO,1723.962565,-68.87459,-32.88714
25,GABRIEL GARCÍA MÁRQUEZ,1196.192609,-68.85736,-32.88163
25,PATRICIAS MENDOCINAS,1481.098357,-68.85736,-32.88163
25,CIUDAD DE MENDOZA,1276.354173,-68.85736,-32.88163
25,"""SANTIAGO JOS�?? ILLA""",716.7473858,-68.86362,-32.87789
25,CARLOS DANILO BERDASCO,5259.210356,-68.91303,-32.88817
25,"SIN NOMBRE
",2501.610002,-68.85736,-32.88163
25,"""PROFESORA CATALINA LUISA SCALISE""",863.5250042,-68.85736,-32.88163
25,Cóndor de los Andes,2062.699952,-68.85994,-32.9001
25,PROFESOR OCTAVIO CORRADINI,2487.799867,-68.85736,-32.88163
25,"""MAESTRA OFELIA RAQUEL CHAUQUE""",5274.154411,-68.91318,-32.88824
25,TUPUNGATO,730.0533784,-68.86378,-32.87789
25,GRANADEROS DE LOS ANDES,2085.430486,-68.85736,-32.88163
25,"SIN NOMBRE
",2552.777519,-68.85736,-32.88163
25,ARRUMACOS,2253.073176,-68.85736,-32.88163
25,AGNES GONXHA,2154.536252,-68.85736,-32.88163
25,CARICIAS DE MIEL CDIYF N° 2,2365.191389,-68.85736,-32.88163
25,LA NUEVA CASITA,1337.087714,-68.85736,-32.88163
25,SIN NOMBRE,430.2850361,-68.85736,-32.88163
25,PRIMERA FUNDACION DE MENDOZA,2501.228683,-68.85736,-32.88163
25,S/NOMBRE,1962.171815,-68.8768,-32.88827
25,SIN NOMBRE,425.0158021,-68.85736,-32.88163
25,APANDO,2861.568302,-68.85736,-32.88163
25,COLEGIO ANDINO,2898.474733,-68.85736,-32.88163
25,F. CHOPIN,1928.873906,-68.85736,-32.88163
25,INSTITUTO CERVANTES (CENS),2008.47989,-68.85736,-32.88163
25,Profesor Fabián Roberto Testa,1411.122345,-68.86968,-32.87428
25,Profesor Fabián Roberto Testa,1547.790406,-68.87153,-32.87442
25,SAN GABRIEL,2491.169681,-68.85736,-32.88163
25,COLONIA Pfsor Luis Enrique Lucca,8631.082643,-68.94778,-32.89702
25,JUAN ESTEBAN PEDERNERA,2103.06126,-68.85736,-32.88163
25,COMBATE DE SAN LORENZO,2510.87672,-68.85736,-32.88163
25,PUESTO LIMA,5227.293558,-68.91269,-32.88811
25,JUAN ESTEBAN PEDERNERA,1422.865602,-68.85736,-32.88163
25,DPTO. DE APLIC. CARMEN VERA ARENAS,1630.801619,-68.85736,-32.88163
25,P.JOSE M.LLORENS,1631.472263,-68.86721,-32.86949
25,COMBATE DE SAN LORENZO,2631.450829,-68.85736,-32.88163
25,JARDIN NUCLEADO,1826.69737,-68.86258,-32.86575
25,INMACULADO CORAZON DE MARIA,4911.402843,-68.90918,-32.88867
25,S.T.R.O.B.E.R.I.,2214.087523,-68.85736,-32.88163
25,DR.MAX NORDAU,1995.256856,-68.85736,-32.88163
25,INSTITUTO NADINO,196.8882438,-68.85736,-32.88163
25,ESCUELA N�?? 4-174,4320.294589,-68.90279,-32.8886
25,Instituto de Educacion Superior,1549.327027,-68.85736,-32.88163
25,LUMEN DE SAN JOSE DE CALASANZ,2790.8911,-68.85736,-32.88163
25,"""Prof. Carlos Fuentealba""",2150.017696,-68.85736,-32.88163
25,HOSPITAL CENTRAL,2465.538712,-68.85736,-32.88163
25,ESCUELA REGIONAL CUYO DE CINE Y VIDEO,2721.850168,-68.85736,-32.88163
25,CABO ERNESTO URBINA,1223.020944,-68.86467,-32.87248
25,JUAN AGUSTIN MAZA,2306.811751,-68.85736,-32.88163
25,SIN NOMBRE,4822.599762,-68.90665,-32.89433
25,BLOSSOM,1510.160751,-68.85736,-32.88163
25,CRECER,1972.329362,-68.85736,-32.88163
25,INSTITUTO TECNOLOGICO DE MENDOZA,1966.883004,-68.85736,-32.88163
25,COLEGIO BLOSSOM  AMERICANO,1510.082975,-68.85736,-32.88163
25,INMACULADO CORAZON DE MARIA,4925.665395,-68.90933,-32.8887
25,RIO MENDOZA,1630.20262,-68.86555,-32.86865
25,INSTITUTO FERNANDO FADER,1700.580472,-68.85736,-32.88163
25,INSTITUTO SUPERIOR DE FORMACION GERENCIA,2366.867787,-68.85736,-32.88163
25,INST. DE DOCENCIA INV. Y CAPACIT. LABORA,2596.941284,-68.85736,-32.88163
25,INSTITUTO CUYANO DE CULTURA MUSICAL,1289.715618,-68.85736,-32.88163
25,ESCUELA CRISTIANA EVANGELICA MENDOZA,1387.176226,-68.85736,-32.88163
25,CERVANTES (CENS),2010.90545,-68.85736,-32.88163
25,INST. SUP. DE TECNOL. GRAFICA GUTEMBERG,2464.434988,-68.85736,-32.88163
25,"ESCUELA DE PSICOLOGIA ""DR. E. P. RIVIERE",1747.91111,-68.85736,-32.88163
25,INSTITUTO MENDOZA DE ENSE¥ANZA SUPERIOR,2152.06811,-68.85736,-32.88163
25,FELIX DARDO PALORMA,1562.136644,-68.85736,-32.88163
25,CARLOS VARAS GAZARI,1242.390834,-68.85736,-32.88163
25,LEONARDO FAVIO,1400.210359,-68.8695,-32.87425
25,Josefa Dominga Balcarce San Martin,1401.119306,-68.85923,-32.89416
25,WOLFGANG AMADEO MOZART,2252.492819,-68.85736,-32.88163
25,LIBERTADOR DE LOS ANDES,3402.527776,-68.85736,-32.88163
25,DR.OSVALDO S BORGHI,1301.534783,-68.86156,-32.87044
25,EVA PERON,1813.994772,-68.8752,-32.88803
25,SAN ANTONIO MARIA CLARET,4917.407566,-68.90926,-32.88861
25,LICEO AGRICOLA Y ENOLOGICO D. F. SARMIEN,2988.436622,-68.88551,-32.89436
25,ESCUELA DE COMERCIO MARTIN ZAPATA,1779.906339,-68.85736,-32.88163
25,JARDIN MATERNAL CRICYT,2111.498853,-68.87522,-32.89326
25,ALGARROBO,4365.595739,-68.90323,-32.88883
25,LA FAVORITA,4747.676314,-68.90734,-32.889
25,CERRO DE LA GLORIA,4341.943743,-68.90295,-32.88893
25,ESCUELA N�?? 3-447 (CENS),4358.760033,-68.90312,-32.88898
25,SAN ANTONIO M. CLARET,4912.032878,-68.90921,-32.88858
25,MANUEL LAINEZ,2128.188106,-68.85736,-32.88163
25,CASA DEL NI¥O CORAZON DE MARIA,5069.241168,-68.91061,-32.89005
25,J. MATERNAL CASA DEL NI¥O,5062.242654,-68.91053,-32.89008
25,QUIMICOS ARGENTINOS,1763.20751,-68.85736,-32.88163
25,PADRE CLARET,1524.180757,-68.85736,-32.88163
25,ADELA PONCE DE BOSSHARDT,2131.5164,-68.85736,-32.88163
25,FRANCISCO N DE LAPRIDA,2066.893987,-68.86008,-32.90012
25,DANIEL VIDELA CORREAS,1381.52948,-68.85925,-32.89398
25,GRAL LAS HERAS,2485.472626,-68.85736,-32.88163
25,PADRE CLARET,1524.750863,-68.85736,-32.88163
25,INSTITUTO CUYANO DE CULTURA MUSICAL,1287.730735,-68.85736,-32.88163
25,JOSE VICENTE ZAPATA,1542.426348,-68.85736,-32.88163
25,FRAY LUIS BELTRAN,1513.051029,-68.85736,-32.88163
25,JARDIN MATERNAL LA CASITA,2485.599618,-68.85736,-32.88163
25,INST.SUP.TEC.ESTUD.EC.DE CUYO,1591.211727,-68.85736,-32.88163
25,INST. SUPERIOR DE NIVEL TERICIARIO S.I.E,2602.601186,-68.85736,-32.88163
25,COL. UNIVERSITARIO CENTRAL J. DE SAN MAR,2521.625903,-68.85736,-32.88163
25,ESCUELA CRISTIANA EVANGELICA MENDOZA,1391.946845,-68.85736,-32.88163
25,SAN GABRIEL,2485.3387,-68.85736,-32.88163
25,BELLAS ARTES,2074.243963,-68.85736,-32.88163
25,ARISTIDES VILLANUEVA,2092.821679,-68.85736,-32.88163
25,JARDIN MATERNAL LOS LOCOS BAJITOS,2743.096324,-68.85736,-32.88163
25,ING. PABLO NOGUES,2169.349033,-68.85736,-32.88163
25,JARDIN MATERNAL OBRITAS,2329.654502,-68.85736,-32.88163
25,HUMBERTO DE PAOLIS,1811.02049,-68.85736,-32.88163
25,ARQ. MANUEL V. CIVIT,2395.591951,-68.85736,-32.88163
25,ESCUELA N�?? 3-406 (CENS),1232.66945,-68.85736,-32.88163
25,SAN FRANCISCO JAVIER,2707.70061,-68.85736,-32.88163
25,INSTITUTO SUPERIOR DE LA EMPRESA,2624.468637,-68.85736,-32.88163
25,HUMBERTO DE PAOLIS,1818.194327,-68.85736,-32.88163
25,FUNDACION BRASILIA,1699.725615,-68.85736,-32.88163
25,INSTITUTO INTERCULTURAL,2526.575796,-68.85736,-32.88163
25,NTRA. SRA. DE LA MISERICORDIA,2348.608253,-68.85736,-32.88163
25,ADOLFO PEREZ ESQUIVEL,2549.229756,-68.85736,-32.88163
25,BARTOLOME MITRE,2535.241007,-68.85736,-32.88163
25,CORAZON DE MARIA,1135.234501,-68.85736,-32.88163
25,ESC. DE PERIODISMO DEPORTIVO DE MENDOZA,2484.10007,-68.85736,-32.88163
25,NTRA.SRA. DE LA MISERICORDIA,2345.238767,-68.85736,-32.88163
25,CORAZON DE MARIA,1142.929638,-68.85736,-32.88163
25,ADVENTISTA,836.8646191,-68.85736,-32.88163
25,DR.JUAN AGUSTIN MAZA,410.5461927,-68.85736,-32.88163
25,DOMINGO F SARMIENTO,824.5200834,-68.85736,-32.88163
25,I.AMPUERO MATTA,829.8884518,-68.85736,-32.88163
25,ISLAS MALVINAS (TUR. Y HOTELERIA),187.0701004,-68.85818,-32.88008
25,DR.CARLOS N.VERGARA,829.0997307,-68.85736,-32.88163
25,SAN ANDRES,36.88617243,-68.85757,-32.88191
25,SAN ANDRES,34.79434696,-68.85761,-32.88186
25,I.T.U. MENDOZA,2006.745676,-68.87858,-32.87903
25,LICEO MILITAR GENERAL ESPEJO,806.5244954,-68.85948,-32.87458
25,"""ALGARROBO TELTECA""",545.001135,-68.85998,-32.87723
25,CARMEN PONCE DE VIDELA,1483.369681,-68.87305,-32.88356
25,JARDIN MATERNAL LOS DUENDES DEL LAGO,1284.881653,-68.86445,-32.8717
25,CENTRO COMUNITARIO ED. SAN JOSE,1456.951837,-68.87016,-32.87414
25,REPUBLICA DE CHILE,1255.241657,-68.85938,-32.87044
25,MARIA CURIE,1208.971024,-68.85944,-32.87087
25,Profesor Fabián Roberto Testa,1454.839642,-68.8697,-32.87364
25,DR. DIEGO PAROISSIEN,2320.01581,-68.87559,-32.86744
25,GRAL.CARLOS E. O'DONNELL,1421.554703,-68.86978,-32.87425
25,MIMITOS,1459.297437,-68.86977,-32.87365
25,DUENDELIN,1835.987574,-68.86225,-32.86559
25,VICTOR VOLPE,1950.714233,-68.86522,-32.86533
25,SAN JOSE H.MARISTAS,2876.486365,-68.88227,-32.86643
25,SAN JOSE H. MARISTAS,2892.869623,-68.88244,-32.86637
25,P.JOSE M.LLORENS,1612.676897,-68.86715,-32.86966
25,SAMUEL OSTROPOLSKY,2155.644923,-68.85736,-32.88163
25,JULIO CESAR RAFFO DE LA RETA,1845.302596,-68.86273,-32.86561
25,GRAL.PATROCINIO RECABARREN,1552.587116,-68.86706,-32.87027
25,JARDIN MAT. CUSTODIA ZULUZAGA,1969.338771,-68.86834,-32.86648
25,PIO XII,2077.662938,-68.85736,-32.88163
25,CNEL.DE MARINA TOMAS ESPORA,1651.649928,-68.86621,-32.86874
25,MUNICENTRO COOP. LIBERTADOR,1585.134214,-68.86654,-32.86961
25,VICTOR MERCANTE,1708.712255,-68.85736,-32.88163
25,DR.RICARDO GUTIERREZ,2551.729517,-68.85736,-32.88163
25,LEONOR LEMOS,1706.251299,-68.85736,-32.88163
25,EDMUNDO DE AMICIS,1667.673051,-68.85736,-32.88163
25,COMPA¥IA DE MARIA,2219.327575,-68.85736,-32.88163
25,GRAL.MANUEL BELGRANO,1684.721691,-68.85736,-32.88163
25,LEàN GIECO,1729.735522,-68.85736,-32.88163
25,COMPA¥IA DE MARIA,2214.744309,-68.85736,-32.88163
25,INSTITUTO SUPERIOR DE ENSE¥ANZA TECNICA,2510.187946,-68.85736,-32.88163
25,N.S.DEL R.DE POMPEYA,2763.014869,-68.85736,-32.88163
25,ESCUELA N�?? 3-458 (CENS),2284.49414,-68.85736,-32.88163
25,HIPOLITO YRIGOYEN,2287.176784,-68.85736,-32.88163
27,BEATRIZ FALCITELLI,3374.073246,-68.85433,-32.89025
27,ENRIQUETA D DE VIDELA,2230.422444,-68.85433,-32.89025
27,NTRA.SRA.DEL ROSARIO DE POMPEYA,3327.966368,-68.85433,-32.89025
27,NUESTRA SE¥ORA DEL  ROSARIO DE POMPEYA,3342.961076,-68.85433,-32.89025
27,A.P.A.N.D.O.,3295.964466,-68.85433,-32.89025
27,PEDRO DEL CASTILLO,2124.072599,-68.85433,-32.89025
27,FRAY MAMERTO ESQUIU,2678.787454,-68.85433,-32.89025
27,DR. GREGORIO ARAOZ ALFARO,3526.866761,-68.85433,-32.89025
27,DON BOSCO,1959.614647,-68.85433,-32.89025
27,DON BOSCO,1966.067729,-68.85433,-32.89025
27,RICARDO ROJAS,3714.068476,-68.85433,-32.89025
27,TIBURCIO BENEGAS,2013.65835,-68.85433,-32.89025
27,ESCUELA N�?? 3-403 (CENS),2499.98075,-68.85433,-32.89025
27,MARIANO MORENO,2482.223217,-68.85433,-32.89025
27,SAN PEDRO NOLASCO,2219.470978,-68.85433,-32.89025
27,S.PEDRO NOLASCO,2224.521634,-68.85433,-32.89025
27,JOSE FEDERICO MORENO,2606.308359,-68.85433,-32.89025
27,ESCUELA REGIONAL DE CINE Y VIDEO,2708.803487,-68.85433,-32.89025
27,STO.TOMAS DE AQUINO,2422.256705,-68.85433,-32.89025
27,STO. TOMAS DE AQUINO,2417.0972,-68.85433,-32.89025
27,FUNDACION RICART (NORBRIDGE),1405.460037,-68.85433,-32.89025
27,DR.BERNARDO A HOUSSAY,1741.748521,-68.85433,-32.89025
27,PABLO BESSON,2011.985509,-68.85433,-32.89025
27,PABLO BESSON,1719.559081,-68.85433,-32.89025
27,SAN NICOLµS DEL CARRASCAL,1053.274006,-68.85433,-32.89025
27,MERCEDITAS DE SAN MARTIN,1037.031703,-68.85433,-32.89025
27,ESCUELA N�?? 3-408 CENS BELGRANO EDUCADOR,1649.536314,-68.85433,-32.89025
27,ROBERTO ARLT,1315.084068,-68.85433,-32.89025
27,COMBATE DE SAN LORENZO,2288.422488,-68.85433,-32.89025
27,RAQUEL MENENDEZ DE PAVON,2211.979405,-68.85433,-32.89025
27,NUESTRA ESCUELA,1554.457423,-68.85433,-32.89025
27,DOMINGO BOMBAL,2179.803741,-68.85433,-32.89025
27,INSTITUTO SUPERIOR DE CS. RELIGIOSAS SAN,1875.441339,-68.85433,-32.89025
27,CECILIA GRIERSON,1885.178818,-68.85433,-32.89025
27,SAGRADO CORAZON,1904.720715,-68.85433,-32.89025
27,SAGRADO CORAZON,1910.366731,-68.85433,-32.89025
27,INSTITUTO SUPERIOR NUEVO CUYO,1592.823584,-68.85433,-32.89025
27,S.T.R.O.B.E.R.I.,1520.074702,-68.85433,-32.89025
27,Dr.Daniel Fernando Gonzalez,2185.413937,-68.85433,-32.89025
27,PEDRO NOLASCO FERREYRA,1835.899333,-68.85433,-32.89025
27,SAN LUIS GONZAGA,1274.802597,-68.85433,-32.89025
27,POLICÍAS H�??ROES DE MENDOZA,780.8402171,-68.85433,-32.89025
27,PRESIDENTE QUINTANA,434.7134337,-68.85433,-32.89025
27,SAN LUIS GONZAGA,1288.668082,-68.85433,-32.89025
27,NORMAL TOMAS GODOY CRUZ,945.5551828,-68.85433,-32.89025
27,NORMAL SUP. TOMAS GODOY CRUZ,940.2162033,-68.85433,-32.89025
27,INSTITUTO DE EDUC. SUPERIOR MAGISTER,875.7964429,-68.85433,-32.89025
27,JAR.EXC.TOMAS GODOY CRUZ,986.1653762,-68.85433,-32.89025
27,CHIARA LUBICH,2256.377684,-68.85433,-32.89025
27,ALFREDO R.BUFANO,756.5612946,-68.85433,-32.89025
27,TOMAS G.CRUZ,900.4570252,-68.85433,-32.89025
27,INSTITUTO BLOSSOM,720.1205218,-68.85433,-32.89025
27,XXI DE ABRIL,682.6047785,-68.85433,-32.89025
27,MARIA AUXILIADORA,910.8249112,-68.85433,-32.89025
27,AGUSTIN ALVAREZ,734.0628488,-68.85433,-32.89025
27,LUMEN DE SAN JOSE DE CALASANZ,3169.073715,-68.85433,-32.89025
27,I.C.E.I.,1125.788563,-68.85433,-32.89025
27,Nieves del Aconcagua,659.6936297,-68.85967,-32.89413
27,MARIA AUXILIADORA,923.4725871,-68.85433,-32.89025
